Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
226fDMSOw5_S00_L002_R1_001	(1, 31.19666720414423)	(2, 31.34868102073514)	(3, 31.43632223675172)	(4, 31.517287235777736)	(5, 31.455594069603034)	(6, 34.98567880154309)	(7, 34.982744360446745)	(8, 34.91286786533484)	(9, 35.02758210591166)	(10, 34.89185535080664)	(11, 35.0516718503737)	(12, 34.942531966711186)	(13, 35.02015056206794)	(14, 34.96635085976216)	(15, 34.95242689761425)	(16, 34.97158707183154)	(17, 34.960780790241145)	(18, 34.945525126454804)	(19, 34.941045732505806)	(20, 34.919404276022384)	(21, 34.90331477912036)	(22, 34.886913386273015)	(23, 34.867751821989685)	(24, 34.86359326870172)	(25, 34.835063464668174)	(26, 34.802635718563025)	(27, 34.75866980270395)	(28, 34.75335076471354)	(29, 34.7385809673092)	(30, 34.727018421821505)	(31, 34.70480810196774)	(32, 34.68993718399857)	(33, 34.668853818191124)	(34, 34.672289546360346)	(35, 34.65952313198639)	(36, 34.651956329375864)	(37, 34.64320357370772)	(38, 34.620704400289185)	(39, 34.621591747021405)	(40, 34.626546705734626)	(41, 34.59283524811133)	(42, 34.606646270046106)	(43, 34.58754126705013)	(44, 34.55826348725474)	(45, 34.5340518741876)	(46, 34.4989776501373)	(47, 34.48237238156254)	(48, 34.436580886382735)	(49, 34.41162543106326)	(50, 34.3661217261114)	(51, 34.31225898694942)	(52, 34.2678788871612)	(53, 34.232255725431365)	(54, 34.15824728956908)	(55, 34.11357157024396)	(56, 34.06826123148782)	(57, 34.038833013216085)	(58, 34.00374298854403)	(59, 33.97077215507123)	(60, 33.930457458008824)	(61, 33.90403528682849)	(62, 33.89943673113569)	(63, 33.853628978734484)	(64, 33.81583285358857)	(65, 33.809354941289946)	(66, 33.78023625836853)	(67, 33.748456114722494)	(68, 33.73539790744161)	(69, 33.73192490722351)	(70, 33.70807215177956)	(71, 33.697749178260395)	(72, 33.71682870712121)	(73, 33.76923368596671)	(74, 33.852958133373235)	(75, 34.11564527559326)
226fDMSOw5_S00_L003_R1_001	(1, 31.167323180538858)	(2, 31.311770617275993)	(3, 31.383035375636826)	(4, 31.47451322286857)	(5, 31.422649810529606)	(6, 34.89635256515657)	(7, 34.91816911018016)	(8, 34.8191208231342)	(9, 34.96389729067623)	(10, 34.8378870504801)	(11, 34.997803851390245)	(12, 34.89005618651658)	(13, 34.97347469093956)	(14, 34.90805327931911)	(15, 34.87650055436319)	(16, 34.90385763581807)	(17, 34.886819594066665)	(18, 34.873429660879765)	(19, 34.86603056472211)	(20, 34.83557436633347)	(21, 34.826736150121555)	(22, 34.803830785079306)	(23, 34.78677936994581)	(24, 34.78468140611705)	(25, 34.761745302607515)	(26, 34.722594914064906)	(27, 34.68178273902502)	(28, 34.666156375387054)	(29, 34.65508879601693)	(30, 34.64345217504721)	(31, 34.621374608722654)	(32, 34.61118547539123)	(33, 34.59361643315979)	(34, 34.58190122130974)	(35, 34.57214519151648)	(36, 34.567016203107244)	(37, 34.55918361807468)	(38, 34.535951611296525)	(39, 34.53313670989815)	(40, 34.54051407451084)	(41, 34.503599876856)	(42, 34.49005200125768)	(43, 34.46700437565901)	(44, 34.4342299281957)	(45, 34.40652507628137)	(46, 34.386680715037166)	(47, 34.36757597592624)	(48, 34.3253603357572)	(49, 34.27249012436027)	(50, 34.22547043946817)	(51, 34.17238214950825)	(52, 34.124575769030905)	(53, 34.08286726867074)	(54, 34.00471129621396)	(55, 33.95614503923375)	(56, 33.90695203387139)	(57, 33.88324215957525)	(58, 33.84909471414811)	(59, 33.81778986558901)	(60, 33.78495916450869)	(61, 33.76630366781972)	(62, 33.73985875565788)	(63, 33.72262953995317)	(64, 33.70261476203079)	(65, 33.68533127855153)	(66, 33.6495417947253)	(67, 33.630344759071754)	(68, 33.62502162027335)	(69, 33.6062812089551)	(70, 33.58573048756205)	(71, 33.590238258401556)	(72, 33.602126618555594)	(73, 33.65140872471035)	(74, 33.70800581148622)	(75, 33.99308486619926)
226fDMSOw5_S00_L004_R1_001	(1, 31.165431892093096)	(2, 31.29491825829082)	(3, 31.363627899728627)	(4, 31.451133135641648)	(5, 31.41370428937203)	(6, 34.926153243174696)	(7, 34.92614926595979)	(8, 34.84206895442094)	(9, 34.982605831428636)	(10, 34.836323505936626)	(11, 34.99562632909031)	(12, 34.88939528074527)	(13, 34.96674596389521)	(14, 34.906462775347556)	(15, 34.87393494252653)	(16, 34.89504509528955)	(17, 34.88272711840476)	(18, 34.87514618524529)	(19, 34.866388900388664)	(20, 34.83881179620245)	(21, 34.821234400149116)	(22, 34.80702611746886)	(23, 34.78708317979758)	(24, 34.777306682708975)	(25, 34.75428659779273)	(26, 34.709725406417455)	(27, 34.67145891365722)	(28, 34.66709564191581)	(29, 34.65502534258752)	(30, 34.64154865119117)	(31, 34.62345253251692)	(32, 34.60916270755966)	(33, 34.580731574214106)	(34, 34.587554845258154)	(35, 34.57251954005809)	(36, 34.56799678600265)	(37, 34.55854676795658)	(38, 34.53243620107928)	(39, 34.53456799356878)	(40, 34.53652004420314)	(41, 34.50386321112864)	(42, 34.50878596672882)	(43, 34.486418841725246)	(44, 34.451260951524525)	(45, 34.431509167394516)	(46, 34.403287786003375)	(47, 34.38325897560226)	(48, 34.35332264870157)	(49, 34.313649054505674)	(50, 34.260479631263834)	(51, 34.20744519979878)	(52, 34.16064473452924)	(53, 34.099671869508505)	(54, 34.04291252686232)	(55, 34.01141533147254)	(56, 33.95827018044112)	(57, 33.931767361207626)	(58, 33.905391037713244)	(59, 33.877803490698)	(60, 33.833949747769495)	(61, 33.80294222774632)	(62, 33.77222159496598)	(63, 33.76268096640151)	(64, 33.72666079581544)	(65, 33.72369643936354)	(66, 33.70751135939895)	(67, 33.68925305628631)	(68, 33.682631501438806)	(69, 33.66269754836987)	(70, 33.64480291609343)	(71, 33.64883595606205)	(72, 33.655204107644145)	(73, 33.712886814136645)	(74, 33.78053621518384)	(75, 34.04120810297453)
227fDMSOw5_S00_L001_R1_001	(1, 31.09793858403449)	(2, 31.182457279623208)	(3, 31.32100536864569)	(4, 31.42401477856802)	(5, 31.349402042925497)	(6, 34.85279146894193)	(7, 34.86392371671223)	(8, 34.765503147817235)	(9, 34.910029574886885)	(10, 34.75025048420372)	(11, 34.95449619145671)	(12, 34.82772086000892)	(13, 34.931456082427054)	(14, 34.865267110832356)	(15, 34.829060309495915)	(16, 34.86334681411705)	(17, 34.85017026022745)	(18, 34.83211296245893)	(19, 34.83652774654943)	(20, 34.804969202276844)	(21, 34.79620702934507)	(22, 34.772970119582325)	(23, 34.74680596102257)	(24, 34.7504758410347)	(25, 34.72993529451366)	(26, 34.68623679887929)	(27, 34.63500942127045)	(28, 34.61865326665931)	(29, 34.61468360351709)	(30, 34.597436703950414)	(31, 34.57054706960079)	(32, 34.56034278208078)	(33, 34.53950664923057)	(34, 34.53366577749632)	(35, 34.52394355798085)	(36, 34.51194271427074)	(37, 34.50734999577939)	(38, 34.48720808575576)	(39, 34.4864548653748)	(40, 34.48813037699844)	(41, 34.45371673367408)	(42, 34.44774052760868)	(43, 34.43206606789883)	(44, 34.40206482392011)	(45, 34.37982103018539)	(46, 34.33621787104371)	(47, 34.317475101455166)	(48, 34.270261864851555)	(49, 34.242017750633345)	(50, 34.19398090215613)	(51, 34.13558310274214)	(52, 34.08837414559364)	(53, 34.024700177127265)	(54, 33.96543087285866)	(55, 33.9138399430296)	(56, 33.84990986226614)	(57, 33.82904445569671)	(58, 33.801859904538006)	(59, 33.74608469291556)	(60, 33.70822281868946)	(61, 33.682813738542876)	(62, 33.635314366869245)	(63, 33.60923685518624)	(64, 33.58858003271197)	(65, 33.566151013438514)	(66, 33.517216459625374)	(67, 33.48811936072193)	(68, 33.47999789265131)	(69, 33.46137957475709)	(70, 33.47181232586649)	(71, 33.444130852467865)	(72, 33.467546598139016)	(73, 33.516412682861315)	(74, 33.58200818708133)	(75, 33.87023215128926)
227fDMSOw5_S00_L002_R1_001	(1, 31.08780400385073)	(2, 31.152871237183696)	(3, 31.294123398496723)	(4, 31.400737112090102)	(5, 31.312848863940097)	(6, 34.81191719857581)	(7, 34.815859321210496)	(8, 34.7104084342329)	(9, 34.88060744734923)	(10, 34.70370207743889)	(11, 34.90698050816672)	(12, 34.77432279709454)	(13, 34.87657903812922)	(14, 34.81756616177101)	(15, 34.78089487358122)	(16, 34.81502070750405)	(17, 34.80949683432899)	(18, 34.79280701749907)	(19, 34.78961492441372)	(20, 34.76217068456662)	(21, 34.75166091753312)	(22, 34.73539589349978)	(23, 34.7096055035214)	(24, 34.7043059237218)	(25, 34.68064661428357)	(26, 34.63975875737986)	(27, 34.58696736386023)	(28, 34.584680635392125)	(29, 34.567186461260896)	(30, 34.54993040010269)	(31, 34.52991138090315)	(32, 34.5092397298759)	(33, 34.48824434054644)	(34, 34.492064669486794)	(35, 34.48177423345281)	(36, 34.47352495742255)	(37, 34.462631908932906)	(38, 34.43471541863751)	(39, 34.43553733256133)	(40, 34.450111386138616)	(41, 34.40208178488502)	(42, 34.413669012658815)	(43, 34.40047736512459)	(44, 34.36753427687449)	(45, 34.34538067612315)	(46, 34.305534065017774)	(47, 34.29372055671543)	(48, 34.24132924219892)	(49, 34.216554259975716)	(50, 34.159844087582876)	(51, 34.10095650559016)	(52, 34.06106582396667)	(53, 34.022420650326545)	(54, 33.93532312421732)	(55, 33.88279912328021)	(56, 33.840381727462095)	(57, 33.80625056380331)	(58, 33.76177161882588)	(59, 33.72118425525632)	(60, 33.672537082490805)	(61, 33.64675715188873)	(62, 33.63794242225556)	(63, 33.585466051568375)	(64, 33.546416012510505)	(65, 33.53502133209279)	(66, 33.498138917812305)	(67, 33.46447401248127)	(68, 33.449916788385785)	(69, 33.435086343780085)	(70, 33.427480839328965)	(71, 33.408023117933205)	(72, 33.42435701715431)	(73, 33.487913321108515)	(74, 33.561829096999)	(75, 33.82435133234252)
227fDMSOw5_S00_L003_R1_001	(1, 31.067569140646047)	(2, 31.120951524535613)	(3, 31.245684015327196)	(4, 31.3622867678381)	(5, 31.284235078704896)	(6, 34.72454786495881)	(7, 34.75604456436538)	(8, 34.62839832006759)	(9, 34.81682392734526)	(10, 34.651366749660184)	(11, 34.8621167311061)	(12, 34.73079474507707)	(13, 34.8295342366037)	(14, 34.763006412087705)	(15, 34.71520702798159)	(16, 34.752476588814076)	(17, 34.74071228361618)	(18, 34.73082499077379)	(19, 34.71938449244671)	(20, 34.679222019680545)	(21, 34.675618089134154)	(22, 34.65606282744871)	(23, 34.632335009393685)	(24, 34.632827658997364)	(25, 34.60986803018443)	(26, 34.5727530958115)	(27, 34.51920854086009)	(28, 34.50422738090268)	(29, 34.49803175942894)	(30, 34.47706908974972)	(31, 34.45272234095312)	(32, 34.445747232583116)	(33, 34.42287769662589)	(34, 34.41140981987)	(35, 34.40164359736288)	(36, 34.39717442497969)	(37, 34.38680485434542)	(38, 34.36253517647597)	(39, 34.362298768000926)	(40, 34.37699246647557)	(41, 34.33135072284989)	(42, 34.3171670767957)	(43, 34.29278146394894)	(44, 34.264139482742145)	(45, 34.24511964445311)	(46, 34.21907859999232)	(47, 34.195313039859585)	(48, 34.15425755033557)	(49, 34.09994005274215)	(50, 34.03842173036274)	(51, 33.99123297725672)	(52, 33.92921480770113)	(53, 33.886256673210745)	(54, 33.80979336523821)	(55, 33.757998378936165)	(56, 33.69976821753222)	(57, 33.67747126081104)	(58, 33.640578789585945)	(59, 33.60424160218362)	(60, 33.55620481741204)	(61, 33.53742387769354)	(62, 33.50860473674896)	(63, 33.4869609730011)	(64, 33.46830898088886)	(65, 33.43489214882688)	(66, 33.40532745164574)	(67, 33.385461712025894)	(68, 33.36816630125288)	(69, 33.35639173633052)	(70, 33.341652283477806)	(71, 33.33070557523844)	(72, 33.34323368766795)	(73, 33.399738718190356)	(74, 33.46104584122232)	(75, 33.743319500883075)
227fDMSOw5_S00_L004_R1_001	(1, 31.07120045410349)	(2, 31.094458445616027)	(3, 31.20913624056905)	(4, 31.32130043728092)	(5, 31.24619852321144)	(6, 34.7321910916576)	(7, 34.74573061252128)	(8, 34.6211486638756)	(9, 34.82051088758611)	(10, 34.626044930006486)	(11, 34.842831206178005)	(12, 34.70461160503154)	(13, 34.8166041375049)	(14, 34.745427753425616)	(15, 34.69678620210991)	(16, 34.73157399971856)	(17, 34.71770014357373)	(18, 34.71621573724632)	(19, 34.70969884432143)	(20, 34.6787027367882)	(21, 34.664848339448355)	(22, 34.64901151351726)	(23, 34.61889566527392)	(24, 34.61696643748462)	(25, 34.594021935250375)	(26, 34.54493513036107)	(27, 34.50023929613055)	(28, 34.498346204137164)	(29, 34.479320361783635)	(30, 34.46642818875754)	(31, 34.43832511684827)	(32, 34.41813139206056)	(33, 34.397385642843695)	(34, 34.40467665674825)	(35, 34.38960129827238)	(36, 34.377238812130734)	(37, 34.37473719447663)	(38, 34.33912347142368)	(39, 34.34492228909423)	(40, 34.35169241685887)	(41, 34.306317806371055)	(42, 34.31439499482951)	(43, 34.294268771954954)	(44, 34.26639323054558)	(45, 34.24362539601365)	(46, 34.20639785029745)	(47, 34.19098736336116)	(48, 34.15903778611505)	(49, 34.115273196942525)	(50, 34.05775260708213)	(51, 33.98716337792806)	(52, 33.94332868479791)	(53, 33.86253061442367)	(54, 33.8081423482148)	(55, 33.76944008601445)	(56, 33.70430651094759)	(57, 33.67874312644929)	(58, 33.646429711427466)	(59, 33.62049656994088)	(60, 33.566417336446776)	(61, 33.53011497057119)	(62, 33.48658100866303)	(63, 33.472689302679775)	(64, 33.44617444943455)	(65, 33.42748666295686)	(66, 33.40628161296264)	(67, 33.39284994648111)	(68, 33.383174533992644)	(69, 33.35490511594408)	(70, 33.34048277390936)	(71, 33.340901816616174)	(72, 33.336818210772535)	(73, 33.39884906457352)	(74, 33.46845078839542)	(75, 33.740724312519255)
228fTBTw5_S00_L001_R1_001	(1, 31.127405595304253)	(2, 31.237748729597172)	(3, 31.368463840220727)	(4, 31.468085889528783)	(5, 31.40316024139143)	(6, 34.90606763623799)	(7, 34.917261691493174)	(8, 34.814579058587036)	(9, 34.954747830038784)	(10, 34.807177914267065)	(11, 34.9967428241708)	(12, 34.87782792818171)	(13, 34.978557617268116)	(14, 34.91711211969829)	(15, 34.88790072688062)	(16, 34.917923169032726)	(17, 34.90166452344256)	(18, 34.88574289310574)	(19, 34.89044940473404)	(20, 34.86488581906196)	(21, 34.85326404833014)	(22, 34.83193092606967)	(23, 34.815210577585574)	(24, 34.809828783833446)	(25, 34.79437375867795)	(26, 34.75346008002702)	(27, 34.70062877361573)	(28, 34.68726649641145)	(29, 34.68144491689166)	(30, 34.67023260684438)	(31, 34.640925243667674)	(32, 34.62437996142979)	(33, 34.61248486430286)	(34, 34.61045406871466)	(35, 34.59096254385031)	(36, 34.58592485812551)	(37, 34.5812501823061)	(38, 34.565678110588266)	(39, 34.56039292750206)	(40, 34.55867229236942)	(41, 34.52337224443702)	(42, 34.527927171811875)	(43, 34.507846126745015)	(44, 34.47923831059427)	(45, 34.45715023307743)	(46, 34.41478383279062)	(47, 34.39454488293158)	(48, 34.34939164769437)	(49, 34.32896999422667)	(50, 34.27655639856771)	(51, 34.22684651378605)	(52, 34.17091078724722)	(53, 34.12408999742836)	(54, 34.0641979302336)	(55, 34.01371033944327)	(56, 33.9581457087072)	(57, 33.9317796560185)	(58, 33.9042426254806)	(59, 33.85595725023702)	(60, 33.81703655404531)	(61, 33.78985815973909)	(62, 33.746668779718746)	(63, 33.727358688800166)	(64, 33.70579989423717)	(65, 33.687252677597726)	(66, 33.64933404203992)	(67, 33.61446579136102)	(68, 33.60338044174958)	(69, 33.59334687220909)	(70, 33.59036017027918)	(71, 33.57598061419424)	(72, 33.59020953621951)	(73, 33.635624888370366)	(74, 33.69384263830799)	(75, 33.97025528131747)
228fTBTw5_S00_L002_R1_001	(1, 31.13165739900308)	(2, 31.23233799822791)	(3, 31.359384195862436)	(4, 31.459224802715305)	(5, 31.385389797541297)	(6, 34.890622614886524)	(7, 34.88581422611946)	(8, 34.79793026744406)	(9, 34.94719399304915)	(10, 34.78431655323346)	(11, 34.975004767524275)	(12, 34.85287679549721)	(13, 34.94486450068994)	(14, 34.891162069447155)	(15, 34.864513879009095)	(16, 34.8881110701265)	(17, 34.88161015618885)	(18, 34.86867297637513)	(19, 34.867658931529704)	(20, 34.839914102401664)	(21, 34.83142149987232)	(22, 34.81526391764704)	(23, 34.796750124551096)	(24, 34.78792935635012)	(25, 34.76521804007223)	(26, 34.73061682373968)	(27, 34.67943700708696)	(28, 34.67362779707216)	(29, 34.657942912690835)	(30, 34.652780989429544)	(31, 34.62840873880865)	(32, 34.60625725253908)	(33, 34.58153020764495)	(34, 34.59235586181599)	(35, 34.5793979606078)	(36, 34.56745921329097)	(37, 34.559275669633905)	(38, 34.54046671818181)	(39, 34.53736447708978)	(40, 34.54511962295139)	(41, 34.503741992688056)	(42, 34.51930420499062)	(43, 34.502365353202784)	(44, 34.47759135673263)	(45, 34.45784863075122)	(46, 34.41655646340549)	(47, 34.39821837854648)	(48, 34.354664018584934)	(49, 34.33172460971326)	(50, 34.2815095118364)	(51, 34.22179524987821)	(52, 34.17609036419504)	(53, 34.145905908995296)	(54, 34.06597354865719)	(55, 34.012472451299715)	(56, 33.969949050983836)	(57, 33.934402023880544)	(58, 33.90398307385007)	(59, 33.86276655919626)	(60, 33.81788644309415)	(61, 33.805100368895204)	(62, 33.78889660745515)	(63, 33.747163121952234)	(64, 33.69886890290951)	(65, 33.69035361846244)	(66, 33.66468221556087)	(67, 33.63412738138575)	(68, 33.6116701001991)	(69, 33.607911481528205)	(70, 33.596123574983444)	(71, 33.59064368087426)	(72, 33.597571507098586)	(73, 33.65006478446102)	(74, 33.71943172999587)	(75, 33.965273045163514)
228fTBTw5_S00_L003_R1_001	(1, 31.128208685495487)	(2, 31.213828926256188)	(3, 31.31886620068465)	(4, 31.425844259284833)	(5, 31.357998899531125)	(6, 34.81080999041044)	(7, 34.83115626615272)	(8, 34.719300488284965)	(9, 34.889035627572945)	(10, 34.7409067025566)	(11, 34.93204177164373)	(12, 34.8064934076613)	(13, 34.9087587745719)	(14, 34.838788577868435)	(15, 34.807262752548844)	(16, 34.83445895537543)	(17, 34.82167744120037)	(18, 34.808246932560586)	(19, 34.80702525819762)	(20, 34.77085835289651)	(21, 34.765852999498065)	(22, 34.74149446810403)	(23, 34.72546596253315)	(24, 34.72122809009255)	(25, 34.701313762487906)	(26, 34.66499793225759)	(27, 34.61450694786253)	(28, 34.60073236084716)	(29, 34.59185172447834)	(30, 34.58150350966618)	(31, 34.56439154076581)	(32, 34.5447920381153)	(33, 34.52721606655641)	(34, 34.51768818869761)	(35, 34.50760341358448)	(36, 34.497167409022204)	(37, 34.494679981474896)	(38, 34.473083447785235)	(39, 34.46270616607048)	(40, 34.47733135504523)	(41, 34.429090205967725)	(42, 34.42502132155824)	(43, 34.39901399703498)	(44, 34.37037936617248)	(45, 34.349692635013746)	(46, 34.319876787977975)	(47, 34.30577630030145)	(48, 34.26609335657166)	(49, 34.21154517665936)	(50, 34.15617877460802)	(51, 34.105358261000994)	(52, 34.053179832996676)	(53, 34.01777243309574)	(54, 33.93551685763278)	(55, 33.88963724870609)	(56, 33.834276579055434)	(57, 33.805666903836034)	(58, 33.7727756726192)	(59, 33.741773344708534)	(60, 33.70768037151944)	(61, 33.67961982573778)	(62, 33.658598081140646)	(63, 33.63277728302886)	(64, 33.616840851038084)	(65, 33.59454818279438)	(66, 33.56097642787347)	(67, 33.54449306323808)	(68, 33.53107615422983)	(69, 33.51856052975953)	(70, 33.49902260341285)	(71, 33.5017818343654)	(72, 33.5137709366644)	(73, 33.55826692133291)	(74, 33.60931941927581)	(75, 33.871584669225975)
228fTBTw5_S00_L004_R1_001	(1, 31.132824059560292)	(2, 31.202076122353663)	(3, 31.294541941510293)	(4, 31.396686094991928)	(5, 31.33814456294799)	(6, 34.821554564590116)	(7, 34.83129325254904)	(8, 34.726160847765954)	(9, 34.90327125226326)	(10, 34.73127448534132)	(11, 34.92020865722761)	(12, 34.797072102332464)	(13, 34.891453029731096)	(14, 34.829133744079265)	(15, 34.79163238452303)	(16, 34.817074320275196)	(17, 34.8045979658906)	(18, 34.79791278793269)	(19, 34.79706996969522)	(20, 34.76734058003468)	(21, 34.75487361518183)	(22, 34.73454690016653)	(23, 34.71437980218081)	(24, 34.70747034660099)	(25, 34.69154198611359)	(26, 34.6447473005127)	(27, 34.60084550959334)	(28, 34.5981710700455)	(29, 34.58197951174413)	(30, 34.57534615180753)	(31, 34.553410913100066)	(32, 34.52986359207188)	(33, 34.50774928252148)	(34, 34.51403544988932)	(35, 34.495298375837955)	(36, 34.49091933709549)	(37, 34.48167170098518)	(38, 34.46066110889041)	(39, 34.4588766940057)	(40, 34.46418294876025)	(41, 34.42442246275485)	(42, 34.43518350571682)	(43, 34.41157629513377)	(44, 34.3874931987467)	(45, 34.364976863743166)	(46, 34.32924513948806)	(47, 34.31205701707049)	(48, 34.278775294776274)	(49, 34.24790875034553)	(50, 34.18855749947103)	(51, 34.12583263488171)	(52, 34.080752338596376)	(53, 34.01136702122814)	(54, 33.961156048416726)	(55, 33.91947822868528)	(56, 33.8633510051905)	(57, 33.83736908895961)	(58, 33.80788155139283)	(59, 33.793968060905016)	(60, 33.737560089216664)	(61, 33.70959666641821)	(62, 33.67360066489992)	(63, 33.65437015247278)	(64, 33.627140604861204)	(65, 33.612344070954805)	(66, 33.60397875089964)	(67, 33.585472717402546)	(68, 33.58078469567837)	(69, 33.56160947116248)	(70, 33.55033730485911)	(71, 33.54700437754331)	(72, 33.54720834312888)	(73, 33.60019324953489)	(74, 33.66097774405041)	(75, 33.9207398353248)
230fTBTw5_S00_L001_R1_001	(1, 31.06591570402328)	(2, 31.16535357404458)	(3, 31.28985276428173)	(4, 31.38965317957919)	(5, 31.319431620399303)	(6, 34.80428115906968)	(7, 34.80522952240792)	(8, 34.70104731568655)	(9, 34.84204181198718)	(10, 34.69786790449503)	(11, 34.881235173947815)	(12, 34.768082575650666)	(13, 34.86231797135926)	(14, 34.79876536365408)	(15, 34.764875276360975)	(16, 34.79761405560148)	(17, 34.78200394465389)	(18, 34.764273498242716)	(19, 34.765503262571485)	(20, 34.73898940924272)	(21, 34.72972026256759)	(22, 34.709105620683815)	(23, 34.68247064613205)	(24, 34.681865641397195)	(25, 34.66717766437583)	(26, 34.622996991748316)	(27, 34.56819108227129)	(28, 34.55362399328845)	(29, 34.55128498867054)	(30, 34.53410627651129)	(31, 34.51323006218408)	(32, 34.5008970782064)	(33, 34.48633828309818)	(34, 34.483922354979214)	(35, 34.46972244217868)	(36, 34.47353289309418)	(37, 34.46098740386373)	(38, 34.4515974660666)	(39, 34.45504684326234)	(40, 34.46398967313287)	(41, 34.420058420839645)	(42, 34.42810536462673)	(43, 34.41054622739802)	(44, 34.38472137654149)	(45, 34.353740026196924)	(46, 34.322909289688106)	(47, 34.30297684832872)	(48, 34.26584102448669)	(49, 34.232312358290834)	(50, 34.187345551894566)	(51, 34.13534543898615)	(52, 34.08981417447532)	(53, 34.02749158099649)	(54, 33.96915986113515)	(55, 33.91768288760211)	(56, 33.86000910997393)	(57, 33.837144830415234)	(58, 33.81178312390736)	(59, 33.75952992266537)	(60, 33.71327670267764)	(61, 33.68403542876211)	(62, 33.64458184794889)	(63, 33.61570350314286)	(64, 33.59458658569812)	(65, 33.57903098497419)	(66, 33.52500619823734)	(67, 33.49771978096615)	(68, 33.483339132957475)	(69, 33.46235346040328)	(70, 33.46202463729061)	(71, 33.445783337496486)	(72, 33.46143015584157)	(73, 33.52030588413724)	(74, 33.586974388075326)	(75, 33.85629099235174)
230fTBTw5_S00_L002_R1_001	(1, 31.055387610389847)	(2, 31.12956686655009)	(3, 31.261243878468463)	(4, 31.36595859992788)	(5, 31.283271626853896)	(6, 34.76750700475493)	(7, 34.758942266311124)	(8, 34.658018866279455)	(9, 34.81849977226263)	(10, 34.64932613455407)	(11, 34.842550651510216)	(12, 34.717136765878315)	(13, 34.813161371278866)	(14, 34.75142675889623)	(15, 34.71947046354493)	(16, 34.75224807818262)	(17, 34.747595504959655)	(18, 34.7300089839426)	(19, 34.728091526007745)	(20, 34.699282226232135)	(21, 34.68685999431174)	(22, 34.672352607379565)	(23, 34.64760955567356)	(24, 34.64455329403726)	(25, 34.62140012725131)	(26, 34.57696253943534)	(27, 34.53359684208377)	(28, 34.52306682465846)	(29, 34.506895262191996)	(30, 34.497140156396796)	(31, 34.47166428080498)	(32, 34.460547291141694)	(33, 34.437994761915725)	(34, 34.449225823480255)	(35, 34.43286699146191)	(36, 34.43034080034711)	(37, 34.42550310540347)	(38, 34.40744910523188)	(39, 34.41146206908598)	(40, 34.42255234961618)	(41, 34.38409360500685)	(42, 34.40023967501994)	(43, 34.39082891377591)	(44, 34.361712277638254)	(45, 34.33542809688484)	(46, 34.304834198961245)	(47, 34.29137250450101)	(48, 34.24798697205594)	(49, 34.21691892439279)	(50, 34.1611776430874)	(51, 34.11261492657041)	(52, 34.07188144768784)	(53, 34.0279561801855)	(54, 33.946203645427026)	(55, 33.89075156133522)	(56, 33.841098734603406)	(57, 33.81746802226469)	(58, 33.77853241673669)	(59, 33.73717255476974)	(60, 33.68355878966986)	(61, 33.66440186934309)	(62, 33.64823431088459)	(63, 33.60905735486344)	(64, 33.562398014783895)	(65, 33.549535124348694)	(66, 33.51506446846072)	(67, 33.47606983474961)	(68, 33.46069507236627)	(69, 33.45383915738911)	(70, 33.43458506361365)	(71, 33.42585147793404)	(72, 33.4295097733648)	(73, 33.49697653047772)	(74, 33.56999331550384)	(75, 33.8265016034007)
